Transaction ID,Customer ID,Date,Total Items,Unique Items,Total Sales,Discounted Sales,Browsing Duration (minutes),Number of Clicks,Incomplete Transaction
TRID_68217,CID_13218,2020-03-12,3,3,12.32,7.85,4.95,11,0
TRID_74114,CID_13168,2020-01-17,6,4,16.16,8.51,5.37,10,0
TRID_23185,CID_9196,2020-01-11,5,4,12.56,9.04,7.35,14,0
TRID_2993,CID_14650,2020-03-28,4,3,9.04,6.14,3.59,9,0
TRID_27149,CID_7795,2020-02-20,3,3,13.44,7.9,3.61,8,0
TRID_377,CID_14135,2020-01-24,6,3,15.68,7.7,5.08,10,0
TRID_33392,CID_14067,2020-02-01,8,4,15.12,8.32,3.76,8,0
TRID_40318,CID_6595,2020-02-10,8,3,18.08,6.63,6.71,13,0
TRID_21607,CID_14928,2020-01-10,2,2,6.72,4.71,7.24,14,0
TRID_39948,CID_11106,2020-01-18,2,2,10.08,4.92,5.27,11,0
TRID_10225,CID_10530,2020-01-22,3,3,12.96,6.6,5.45,11,0
TRID_87646,CID_12647,2020-03-21,5,5,13.12,10.01,4.84,10,0
TRID_643,CID_5224,2020-01-09,15,4,21.52,8.62,7.33,15,0
TRID_47162,CID_14586,2020-01-11,5,2,12.8,4.13,7.37,14,0
TRID_22376,CID_12249,2020-01-12,6,3,7.76,7.16,7.43,14,0
TRID_91355,CID_7494,2020-03-13,3,3,8.88,7.95,4.45,11,0
TRID_79545,CID_13236,2020-02-04,2,2,8.08,4.51,6.1,13,0
TRID_90652,CID_12495,2020-02-01,8,3,10.0,6.32,5.35,11,0
TRID_81938,CID_5868,2020-03-11,5,5,15.68,10.56,4.45,9,0
TRID_93587,CID_11327,2020-03-10,7,3,11.12,7.95,3.3,8,0
TRID_3824,CID_7728,2020-01-23,5,3,9.36,7.16,3.79,9,0
TRID_82769,CID_5869,2020-01-20,4,2,11.36,5.89,3.97,8,0
TRID_9434,CID_5752,2020-01-18,8,5,10.32,10.05,5.43,11,0
TRID_84802,CID_14027,2020-02-28,6,3,7.68,6.86,3.52,7,0
TRID_49681,CID_10623,2020-03-06,9,4,9.84,8.13,5.87,13,0
TRID_32821,CID_12561,2020-01-18,3,3,10.72,6.2,4.26,10,0
TRID_24988,CID_14877,2020-02-05,3,3,8.0,6.67,9.2,18,0
TRID_499,CID_11691,2020-03-16,6,3,7.52,6.75,3.9,9,0
TRID_18694,CID_8973,2020-01-18,8,4,11.6,8.27,4.91,11,0
TRID_82964,CID_6283,2020-02-26,7,3,15.6,6.09,6.52,12,0
TRID_95545,CID_12007,2020-03-03,5,4,8.72,8.2,4.39,9,0
TRID_8235,CID_7826,2020-03-21,4,3,7.12,6.16,4.44,9,0
TRID_34867,CID_9995,2020-02-09,5,2,8.88,4.66,5.44,12,0
TRID_32074,CID_14119,2020-02-14,3,2,13.12,4.43,8.03,14,0
TRID_48892,CID_11657,2020-03-05,9,4,16.08,9.18,7.63,16,0
TRID_36304,CID_6068,2020-01-23,7,3,21.2,6.65,6.29,11,0
TRID_45390,CID_12111,2020-03-02,5,2,16.8,4.54,5.37,11,0
TRID_37647,CID_7097,2020-02-15,3,3,12.08,7.51,5.37,12,0
TRID_25535,CID_13047,2020-03-07,11,3,13.68,7.79,8.58,17,0
TRID_2826,CID_14162,2020-01-20,6,4,11.68,9.41,3.6,7,0
TRID_12117,CID_11310,2020-02-25,7,3,6.48,6.37,5.75,11,0
TRID_13851,CID_10478,2020-02-03,12,4,16.56,9.57,7.49,15,0
TRID_38409,CID_12429,2020-03-16,6,2,6.96,5.88,8.84,17,0
TRID_25829,CID_6308,2020-03-08,5,4,13.76,9.36,9.56,20,0
TRID_16741,CID_14555,2020-02-11,4,4,13.12,8.42,5.99,11,0
TRID_29294,CID_5420,2020-02-07,4,3,8.0,6.59,6.87,15,0
TRID_57295,CID_8596,2020-02-11,7,3,9.84,6.09,5.56,11,0
TRID_12551,CID_12815,2020-01-06,7,3,14.8,6.46,2.81,7,0
TRID_99134,CID_5838,2020-03-11,7,3,16.0,7.96,4.3,9,0
TRID_97315,CID_7181,2020-03-07,5,4,16.8,8.26,6.02,13,0
TRID_67948,CID_9412,2020-03-05,2,2,12.08,4.35,6.3,13,0
TRID_10844,CID_7722,2020-01-05,7,4,12.16,9.29,8.48,17,0
TRID_71198,CID_14449,2020-02-07,3,3,9.44,6.75,8.6,16,0
TRID_18552,CID_11649,2020-02-08,6,2,8.16,4.19,6.23,12,0
TRID_5537,CID_6211,2020-02-14,8,2,12.0,5.89,9.62,18,0
TRID_22756,CID_14273,2020-02-27,8,3,13.2,7.54,5.64,12,0
TRID_52393,CID_12556,2020-03-23,2,2,16.96,5.07,2.98,6,0
TRID_51243,CID_6947,2020-03-21,4,3,24.88,7.46,3.49,7,0
TRID_12399,CID_8194,2020-01-29,5,4,19.2,9.73,6.07,12,0
TRID_29314,CID_5304,2020-02-11,4,3,19.76,7.94,5.07,11,0
TRID_73265,CID_7426,2020-02-28,4,3,12.8,7.87,3.95,8,0
TRID_44518,CID_8279,2020-02-26,5,5,16.48,10.69,9.56,18,0
TRID_86953,CID_5010,2020-01-07,4,2,25.84,5.73,6.01,13,0
TRID_76530,CID_8954,2020-03-09,5,3,12.88,7.68,2.45,6,0
TRID_58002,CID_10921,2020-01-22,3,2,9.52,5.26,5.6,10,0
TRID_84800,CID_7339,2020-03-26,7,5,11.44,11.41,4.62,9,0
TRID_37347,CID_12647,2020-03-08,4,4,12.56,8.48,5.86,13,0
TRID_29541,CID_9162,2020-03-05,8,3,14.4,6.08,7.75,14,0
TRID_11786,CID_11068,2020-03-05,5,3,14.32,6.22,3.55,7,0
TRID_87021,CID_7071,2020-01-22,3,3,7.76,7.28,3.3,8,0
TRID_53010,CID_11415,2020-01-30,5,5,11.28,11.05,6.46,11,0
TRID_26174,CID_9374,2020-01-17,5,1,16.16,3.6,4.7,11,0
TRID_85228,CID_9412,2020-02-13,6,3,10.48,7.1,4.11,9,0
TRID_85078,CID_9773,2020-01-18,2,2,9.84,5.07,6.6,13,0
TRID_87330,CID_13111,2020-02-20,6,3,10.4,6.67,6.12,12,0
TRID_35159,CID_14661,2020-03-17,11,3,12.64,6.87,3.66,8,0
TRID_40803,CID_11517,2020-02-23,4,3,12.96,7.68,4.33,9,0
TRID_22747,CID_5130,2020-03-29,8,4,11.68,9.55,5.35,11,0
TRID_70288,CID_6098,2020-03-14,4,2,17.6,5.82,6.2,13,0
TRID_90238,CID_10931,2020-02-07,8,3,9.84,7.15,6.26,14,0
TRID_44661,CID_9178,2020-03-05,7,4,10.64,8.84,5.21,11,0
TRID_47506,CID_10962,2020-02-25,6,3,22.08,6.2,8.81,18,0
TRID_87839,CID_8857,2020-02-20,5,3,24.32,6.75,8.41,17,0
TRID_26737,CID_12936,2020-03-13,4,2,6.88,5.64,4.57,9,0
TRID_34146,CID_9182,2020-01-05,8,3,14.72,6.21,3.94,7,0
TRID_91990,CID_5231,2020-02-21,4,3,10.8,7.99,3.39,8,0
TRID_74552,CID_12716,2020-03-15,2,2,11.2,5.73,4.61,11,0
TRID_61438,CID_14500,2020-02-11,4,2,14.8,5.24,4.45,8,0
TRID_43600,CID_6006,2020-02-11,7,1,14.48,3.95,2.62,6,0
TRID_39531,CID_5976,2020-02-26,6,3,14.32,6.16,9.2,17,0
TRID_78815,CID_8631,2020-02-20,7,4,15.36,8.72,4.51,10,0
TRID_72733,CID_13727,2020-01-06,5,3,8.0,7.51,4.19,10,0
TRID_64534,CID_11517,2020-01-26,5,3,8.32,7.61,4.71,8,0
TRID_35536,CID_13364,2020-01-01,9,3,22.72,7.3,5.99,11,0
TRID_42416,CID_6886,2020-01-07,2,2,17.36,4.94,5.92,13,1
TRID_11391,CID_5131,2020-02-24,5,4,19.84,9.66,8.3,17,0
TRID_82987,CID_13679,2020-03-20,3,3,8.96,7.13,6.43,12,0
TRID_86778,CID_7509,2020-03-26,3,3,8.0,7.62,5.04,10,0
TRID_11585,CID_10989,2020-01-23,6,3,18.56,7.02,4.43,10,0
TRID_36280,CID_5741,2020-01-15,3,3,11.84,6.6,8.49,16,1
TRID_10564,CID_6781,2020-03-17,3,2,14.0,4.29,6.9,13,0
TRID_81562,CID_8106,2020-02-17,7,3,23.04,7.25,4.94,11,0
TRID_37658,CID_8965,2020-02-18,5,3,21.04,7.62,7.7,14,0
TRID_31662,CID_5080,2020-02-11,8,3,12.64,7.81,7.64,17,0
TRID_29605,CID_8368,2020-03-26,3,2,11.28,4.05,5.14,11,0
TRID_51771,CID_6102,2020-03-01,2,2,14.24,4.22,7.07,15,0
TRID_38792,CID_13071,2020-03-05,5,3,9.44,7.52,7.24,14,0
TRID_62428,CID_11904,2020-03-27,7,3,24.32,6.35,4.1,10,0
TRID_86265,CID_13243,2020-01-20,5,2,21.92,5.15,1.08,4,0
TRID_3315,CID_11307,2020-03-27,3,2,9.6,5.14,2.18,4,0
TRID_53221,CID_7572,2020-03-08,3,3,15.04,6.1,4.61,9,0
TRID_5788,CID_7749,2020-01-17,5,2,19.68,5.2,5.02,10,0
TRID_83456,CID_8718,2020-02-06,7,6,15.44,12.94,3.38,7,0
TRID_67980,CID_6034,2020-02-06,6,2,9.68,4.22,7.58,16,0
TRID_75514,CID_11092,2020-03-08,5,3,9.76,7.69,7.66,16,0
TRID_11076,CID_7734,2020-01-19,6,4,10.64,8.47,4.19,10,0
TRID_78090,CID_10386,2020-03-10,3,3,11.84,7.7,8.15,15,0
TRID_85948,CID_6315,2020-03-03,14,3,27.76,6.37,6.72,13,1
TRID_48588,CID_7571,2020-03-12,4,3,12.72,7.32,4.7,10,0
TRID_89318,CID_9566,2020-01-04,8,3,14.32,7.42,4.78,11,0
TRID_82629,CID_13928,2020-03-04,4,1,5.76,3.75,3.29,7,0
TRID_60500,CID_13984,2020-03-07,4,3,11.84,7.59,5.19,9,0
TRID_26555,CID_9050,2020-03-15,4,4,14.4,8.03,7.74,14,0
TRID_82644,CID_13643,2020-02-07,6,2,18.24,4.49,6.91,14,1
TRID_16020,CID_13103,2020-03-20,9,4,22.0,9.52,6.28,11,0
TRID_10240,CID_14777,2020-03-05,5,3,16.08,7.98,8.71,16,0
TRID_91930,CID_7554,2020-03-17,7,3,14.8,6.14,7.48,13,0
TRID_8657,CID_12891,2020-01-16,11,4,11.6,8.65,7.23,15,1
TRID_85602,CID_12415,2020-01-25,11,3,34.88,6.7,8.1,14,1
TRID_23270,CID_5830,2020-01-30,4,4,28.64,9.43,4.76,11,1
TRID_41227,CID_11356,2020-02-09,5,4,13.52,9.68,3.32,8,0
TRID_54154,CID_7836,2020-01-04,10,2,9.44,5.38,6.18,13,1
TRID_40689,CID_14614,2020-03-13,5,2,10.56,5.34,5.91,11,1
TRID_81246,CID_7460,2020-01-31,6,4,8.96,8.08,3.95,9,0
TRID_86634,CID_6034,2020-03-30,5,3,11.12,6.85,4.6,11,1
TRID_20374,CID_13148,2020-01-25,6,2,15.6,5.8,3.87,8,0
TRID_7656,CID_11414,2020-03-14,6,3,10.16,7.58,7.85,16,0
TRID_55205,CID_8556,2020-01-14,5,5,12.88,10.12,7.08,13,0
TRID_12056,CID_12299,2020-03-08,2,2,12.48,5.24,7.21,15,1
TRID_41269,CID_14616,2020-03-01,3,2,15.28,5.26,6.73,14,1
TRID_19750,CID_12126,2020-03-27,4,2,6.32,5.53,8.37,16,1
TRID_62344,CID_7592,2020-01-18,5,3,22.0,6.7,9.0,17,1
TRID_14077,CID_11993,2020-01-01,6,3,10.08,6.77,3.54,7,0
TRID_7829,CID_10274,2020-01-26,9,5,11.36,10.52,5.17,11,0
TRID_43542,CID_10003,2020-03-01,3,3,7.68,7.21,2.82,6,1
TRID_69258,CID_14119,2020-01-19,3,2,5.76,5.53,5.5,11,1
TRID_71638,CID_13302,2020-01-18,4,3,13.52,7.59,5.12,10,1
TRID_2115,CID_11654,2020-02-22,10,3,18.64,6.95,6.03,12,0
TRID_39154,CID_7390,2020-01-12,5,2,5.92,4.46,4.04,8,1
TRID_21680,CID_6261,2020-02-03,5,2,18.32,4.73,7.66,15,1
TRID_4964,CID_6688,2020-03-27,6,3,6.64,6.61,6.46,14,1
TRID_58239,CID_7291,2020-02-15,5,3,7.76,7.25,2.7,5,1
TRID_4983,CID_10183,2020-02-09,6,1,5.04,3.83,3.84,6,0
TRID_17171,CID_11821,2020-02-13,6,2,10.72,4.22,6.73,14,0
TRID_94061,CID_11760,2020-01-25,5,5,16.24,10.02,4.18,9,0
TRID_80700,CID_10402,2020-02-17,4,3,10.8,6.05,8.13,15,1
TRID_90061,CID_13180,2020-01-06,4,3,25.6,6.92,5.07,8,1
TRID_91039,CID_8011,2020-01-13,4,2,7.04,5.5,7.32,14,0
TRID_12576,CID_12537,2020-03-13,8,3,22.88,7.36,5.58,12,0
TRID_48496,CID_14017,2020-03-17,6,4,15.6,9.16,8.09,16,0
TRID_33387,CID_13767,2020-01-21,7,3,14.64,6.73,4.56,9,0
TRID_26302,CID_5955,2020-02-04,12,5,15.12,10.54,5.79,11,1
TRID_71725,CID_6821,2020-01-19,6,4,22.32,9.1,3.48,8,1
TRID_71100,CID_6167,2020-02-03,2,2,8.16,5.76,7.4,13,1
TRID_68422,CID_6899,2020-03-23,1,1,4.72,2.19,1.61,5,0
TRID_93781,CID_12463,2020-03-06,6,3,21.84,6.51,2.45,8,0
TRID_89625,CID_5908,2020-02-04,6,3,8.24,6.06,4.5,8,0
TRID_19741,CID_10909,2020-01-15,8,5,16.88,10.73,7.49,14,0
TRID_58231,CID_13512,2020-01-19,10,2,7.84,5.83,6.92,14,1
TRID_10430,CID_8610,2020-02-23,2,1,6.16,2.03,6.08,11,1
TRID_26462,CID_11541,2020-01-23,4,4,29.28,8.66,3.94,8,1
TRID_24660,CID_5774,2020-03-07,7,5,20.32,11.53,3.44,7,0
TRID_71600,CID_8351,2020-01-13,4,3,6.32,6.11,7.27,15,0
TRID_46869,CID_5577,2020-02-19,3,2,26.8,5.93,5.96,12,0
TRID_22011,CID_10899,2020-01-14,3,2,11.12,4.82,3.2,7,0
TRID_23577,CID_10979,2020-02-15,5,2,10.64,5.29,5.71,11,0
TRID_89611,CID_8814,2020-03-07,6,3,13.28,7.59,1.5,5,0
TRID_54190,CID_13437,2020-02-25,11,3,21.2,7.32,5.22,11,0
TRID_9690,CID_10038,2020-01-03,4,3,12.72,6.41,7.63,14,0
TRID_41885,CID_5589,2020-03-16,9,4,20.0,8.92,6.3,13,0
TRID_9592,CID_7385,2020-02-29,4,4,11.6,9.42,6.19,12,0
TRID_51067,CID_12949,2020-01-04,7,3,15.04,7.37,5.88,11,0
TRID_55725,CID_9285,2020-01-30,6,3,7.12,6.1,7.52,13,0
TRID_13996,CID_10836,2020-02-24,2,2,8.08,4.51,7.39,15,0
TRID_2415,CID_14753,2020-02-24,2,2,14.16,5.87,3.73,7,1
TRID_80329,CID_13045,2020-03-26,7,5,20.56,10.0,6.11,13,0
TRID_7416,CID_11415,2020-01-13,10,2,13.28,5.79,4.05,7,0
TRID_77779,CID_5650,2020-01-20,5,3,22.56,6.61,7.21,12,0
TRID_49015,CID_8263,2020-03-31,4,3,9.04,6.03,3.96,7,1
TRID_89486,CID_14847,2020-01-29,3,3,10.24,7.98,7.79,15,0
TRID_17063,CID_10021,2020-01-04,6,3,17.6,7.34,3.79,7,0
TRID_11771,CID_14606,2020-03-10,8,3,10.88,7.2,6.78,13,1
TRID_42898,CID_6295,2020-02-13,5,5,12.48,10.13,6.21,12,0
TRID_75199,CID_13883,2020-01-19,2,2,20.0,5.92,9.76,20,1
TRID_44386,CID_8356,2020-01-03,2,2,13.92,5.91,7.33,15,1
TRID_40457,CID_9682,2020-03-06,3,3,9.92,6.79,7.31,13,0
TRID_13749,CID_6886,2020-03-26,8,3,15.92,7.2,6.11,13,0
TRID_89536,CID_8367,2020-02-10,6,4,18.96,9.76,6.07,12,0
TRID_18381,CID_11519,2020-02-27,10,3,8.64,7.2,4.78,10,0
TRID_58449,CID_13802,2020-01-21,5,3,20.8,6.13,7.87,16,0
TRID_92354,CID_8803,2020-03-05,3,3,9.04,6.89,5.07,11,0
TRID_51128,CID_9373,2020-02-04,10,5,24.08,10.46,2.72,6,0
TRID_71229,CID_12415,2020-02-26,3,2,18.4,4.68,5.51,11,1
TRID_82552,CID_11847,2020-03-18,3,3,9.92,7.61,5.08,11,0
TRID_74343,CID_7493,2020-01-11,3,2,21.2,5.84,1.16,4,1
TRID_4316,CID_13370,2020-01-22,12,3,8.0,6.43,6.58,14,1
TRID_75880,CID_7241,2020-03-19,4,4,14.8,9.06,6.71,14,0
TRID_41256,CID_6543,2020-03-07,9,3,16.64,6.97,9.5,20,0
TRID_49410,CID_5207,2020-02-13,4,3,8.72,7.97,5.92,12,0
TRID_61708,CID_5013,2020-02-20,10,4,10.64,9.78,5.21,10,1
TRID_47083,CID_14251,2020-02-19,5,4,16.16,8.35,9.14,18,0
TRID_99237,CID_8057,2020-01-31,3,3,13.68,6.67,2.5,7,1
TRID_67122,CID_6265,2020-03-12,5,3,12.48,7.63,11.31,22,0
TRID_2795,CID_9285,2020-02-29,5,3,12.88,6.45,3.82,8,0
TRID_86158,CID_5156,2020-03-14,5,3,9.68,7.37,9.49,18,1
TRID_37270,CID_10084,2020-02-16,6,1,16.08,3.73,7.7,15,0
TRID_69707,CID_10909,2020-03-16,6,4,9.2,8.21,4.96,9,0
TRID_39322,CID_9645,2020-01-21,4,3,14.8,7.98,5.09,9,0
TRID_81707,CID_9266,2020-03-27,8,2,11.68,5.88,6.13,12,0
TRID_41018,CID_6220,2020-02-04,3,3,9.76,6.32,7.94,15,0
TRID_90557,CID_14820,2020-03-09,9,3,10.24,7.94,6.42,12,0
TRID_89714,CID_9513,2020-02-28,9,4,17.04,9.62,8.97,18,0
TRID_37955,CID_10616,2020-03-26,7,3,10.48,7.44,5.03,12,0
TRID_64249,CID_8406,2020-03-29,4,4,11.04,9.57,8.86,16,0
TRID_74924,CID_5838,2020-03-20,4,3,11.52,6.65,3.4,7,0
TRID_6562,CID_12633,2020-03-10,3,2,9.92,4.83,6.57,13,0
TRID_60348,CID_11858,2020-02-24,9,3,11.52,7.85,4.57,10,0
TRID_24898,CID_8513,2020-01-03,9,4,22.32,9.7,5.13,9,0
TRID_63863,CID_14041,2020-03-15,5,3,9.04,6.04,6.84,15,0
TRID_77514,CID_11603,2020-02-12,8,6,13.6,12.61,5.39,11,0
TRID_55141,CID_14975,2020-01-13,6,4,15.12,9.4,5.98,12,0
TRID_57634,CID_12024,2020-02-08,4,4,10.0,8.24,4.15,10,0
TRID_6608,CID_6320,2020-01-01,5,2,11.04,4.97,3.05,8,0
TRID_78264,CID_9919,2020-03-18,6,4,14.0,9.75,6.35,12,0
TRID_83509,CID_12166,2020-03-16,8,4,9.36,9.2,6.15,13,0
TRID_57348,CID_12162,2020-01-28,4,3,17.36,6.93,4.46,10,0
TRID_46725,CID_6794,2020-01-24,7,4,10.56,8.57,5.72,11,0
TRID_30773,CID_5783,2020-01-04,5,3,10.48,6.5,6.46,12,0
TRID_96748,CID_9339,2020-02-10,5,3,6.8,6.24,3.29,8,0
TRID_47100,CID_12976,2020-03-27,2,2,9.36,5.08,6.53,13,0
TRID_9882,CID_7264,2020-03-31,7,4,21.04,9.66,5.16,10,0
TRID_12236,CID_6308,2020-02-26,6,4,13.84,8.57,7.1,13,0
TRID_9457,CID_11013,2020-02-24,3,3,13.84,7.56,6.29,13,0
TRID_10476,CID_7698,2020-02-02,7,2,8.64,5.9,5.42,11,0
TRID_38758,CID_13920,2020-02-10,4,4,10.08,8.5,2.83,6,0
TRID_14470,CID_5819,2020-03-23,5,2,7.12,4.81,3.41,7,0
TRID_10872,CID_8099,2020-03-21,4,3,9.92,7.38,5.66,11,0
TRID_25421,CID_12575,2020-03-24,3,2,6.72,4.87,5.06,10,0
TRID_43583,CID_6749,2020-03-21,7,4,19.36,8.62,3.1,8,0
TRID_96856,CID_14034,2020-02-15,6,5,19.36,11.63,5.7,11,0
TRID_9090,CID_13948,2020-01-04,4,4,8.64,8.4,8.47,17,0
TRID_32340,CID_6464,2020-03-12,7,2,15.76,4.39,4.02,9,0
TRID_76649,CID_5960,2020-01-02,5,3,11.36,6.08,3.87,8,0
TRID_36400,CID_14102,2020-01-21,1,1,21.68,2.61,7.78,16,1
TRID_73655,CID_8502,2020-02-09,4,4,10.4,8.96,2.18,5,0
TRID_66056,CID_5420,2020-03-13,2,2,14.48,4.67,6.87,14,0
TRID_13135,CID_6297,2020-03-09,6,2,28.56,5.39,6.85,13,1
TRID_83904,CID_12098,2020-03-21,4,2,9.28,5.79,6.84,14,0
TRID_1188,CID_7191,2020-03-15,4,2,14.96,4.94,2.69,7,0
TRID_8815,CID_14933,2020-01-26,3,2,9.12,4.44,3.82,8,0
TRID_41514,CID_7408,2020-02-09,3,2,18.24,4.65,4.85,9,0
TRID_81991,CID_14842,2020-01-22,6,3,23.84,6.02,6.53,12,0
TRID_72365,CID_5029,2020-02-10,5,4,23.52,9.74,4.43,10,1
TRID_92864,CID_7947,2020-03-29,8,4,12.8,8.97,2.72,5,0
TRID_46683,CID_8888,2020-03-02,3,3,10.96,7.2,4.82,10,0
TRID_52476,CID_7459,2020-02-04,5,2,14.08,5.96,4.26,8,0
TRID_8292,CID_13725,2020-03-27,3,3,11.92,6.81,5.62,11,1
TRID_68227,CID_8435,2020-01-21,4,3,19.92,7.25,6.69,15,0
TRID_61243,CID_9565,2020-03-10,4,4,12.56,8.01,6.62,13,1
TRID_94472,CID_13067,2020-03-29,4,4,10.88,8.5,4.75,9,0
TRID_23131,CID_10388,2020-01-05,5,3,11.76,7.21,4.14,10,0
TRID_58431,CID_6880,2020-01-23,9,5,12.88,10.24,5.84,13,0
TRID_44569,CID_9529,2020-03-18,5,5,27.36,10.53,4.03,9,0
TRID_63657,CID_11116,2020-01-09,2,1,11.76,3.56,10.39,20,1
TRID_97402,CID_14167,2020-03-04,7,3,9.28,6.74,6.8,12,0
TRID_48360,CID_6598,2020-03-22,8,4,9.6,8.13,4.59,10,0
TRID_9098,CID_10313,2020-01-03,4,1,20.48,3.0,4.82,9,0
TRID_92467,CID_14590,2020-01-03,4,4,14.56,9.48,6.69,12,0
TRID_71024,CID_11141,2020-03-20,5,3,20.48,7.96,6.19,13,0
TRID_71753,CID_9007,2020-02-24,4,1,3.84,2.22,3.61,8,0
TRID_93718,CID_14661,2020-01-29,6,4,9.76,8.13,4.61,11,0
TRID_14968,CID_9055,2020-01-13,4,2,13.12,5.42,9.66,19,0
TRID_71517,CID_6501,2020-03-21,3,3,19.04,6.06,5.81,13,0
TRID_80443,CID_12042,2020-01-08,4,3,23.84,7.39,6.94,13,0
TRID_67623,CID_12973,2020-03-16,6,5,11.6,11.27,3.88,9,0
TRID_32938,CID_7291,2020-03-13,5,3,11.44,7.09,7.99,16,0
TRID_76986,CID_7549,2020-01-09,7,1,17.12,3.95,8.14,17,0
TRID_72704,CID_9856,2020-02-17,9,3,7.92,6.73,5.77,11,0
TRID_12094,CID_6687,2020-02-20,6,2,22.88,4.22,7.42,13,0
TRID_3608,CID_12911,2020-02-26,4,3,15.84,6.23,4.67,9,0
TRID_32941,CID_10236,2020-01-26,5,2,14.48,4.92,2.55,6,0
TRID_90744,CID_12382,2020-01-24,4,4,9.36,9.3,7.0,14,0
TRID_76705,CID_6128,2020-03-01,4,4,19.76,8.53,5.24,11,0
TRID_16492,CID_6630,2020-01-19,4,2,7.44,5.1,7.15,13,0
TRID_57168,CID_10295,2020-01-01,7,4,25.52,8.75,5.87,11,0
TRID_31253,CID_5207,2020-03-24,3,0,7.12,1.78,8.27,16,0
TRID_94483,CID_14113,2020-01-12,3,2,4.8,4.78,6.55,13,0
TRID_81905,CID_13203,2020-01-24,4,4,22.08,9.91,8.4,17,0
TRID_37344,CID_9645,2020-02-23,5,4,14.0,8.85,3.96,8,0
TRID_18762,CID_12652,2020-02-14,5,2,8.48,5.74,4.89,10,0
TRID_91049,CID_8155,2020-02-11,6,3,16.96,7.41,3.67,8,0
TRID_19052,CID_13278,2020-02-14,6,2,8.4,5.77,4.9,12,0
TRID_7790,CID_13907,2020-03-17,5,4,18.72,8.22,5.72,10,0
TRID_51226,CID_13707,2020-01-14,5,3,13.12,6.9,8.22,16,0
TRID_60264,CID_10605,2020-02-04,7,3,12.56,7.97,4.66,9,0
TRID_20869,CID_11601,2020-01-09,13,5,12.0,10.05,6.57,14,1
TRID_12736,CID_8104,2020-03-24,4,3,12.0,7.83,6.53,12,0
TRID_72500,CID_9752,2020-03-07,9,3,7.84,6.62,7.35,14,1
TRID_43713,CID_10324,2020-03-30,3,3,14.16,6.53,8.53,17,1
TRID_60117,CID_9841,2020-03-05,4,2,5.28,4.59,3.73,8,0
TRID_28845,CID_6616,2020-03-10,3,3,10.16,7.19,4.63,11,0
TRID_72503,CID_14810,2020-03-28,8,5,15.76,11.69,3.2,8,0
TRID_97406,CID_12932,2020-01-20,4,2,19.92,4.88,2.59,8,0
TRID_90990,CID_9304,2020-03-25,6,3,13.28,7.27,7.22,14,0
TRID_26334,CID_10257,2020-03-02,5,3,12.0,6.74,3.65,8,0
TRID_57196,CID_5806,2020-01-13,8,4,10.72,8.72,6.33,14,0
TRID_68412,CID_7155,2020-03-04,4,4,19.68,8.07,8.89,18,0
TRID_47328,CID_10968,2020-02-19,11,3,18.72,6.12,6.43,13,0
TRID_58211,CID_8737,2020-01-01,6,2,22.08,4.54,9.02,17,0
TRID_5383,CID_5019,2020-03-06,4,2,10.08,4.89,8.65,16,0
TRID_57621,CID_11955,2020-01-27,5,4,8.56,8.42,6.78,14,0
TRID_62825,CID_9485,2020-03-21,7,3,7.68,7.37,4.62,10,0
TRID_50337,CID_6593,2020-02-24,6,4,20.88,8.47,5.64,10,0
TRID_35207,CID_14793,2020-01-31,2,2,7.12,5.21,8.45,16,0
TRID_12157,CID_8459,2020-03-12,5,4,17.04,9.48,6.87,14,0
TRID_7046,CID_7988,2020-03-25,7,2,5.28,4.78,2.47,4,1
TRID_36784,CID_11350,2020-03-31,4,3,8.88,7.87,3.71,6,1
TRID_96951,CID_12958,2020-03-02,8,2,39.84,4.33,6.6,13,1
TRID_51039,CID_7821,2020-01-25,3,3,12.88,7.21,3.82,7,1
TRID_54982,CID_10309,2020-03-15,4,4,12.16,9.3,5.78,11,1
TRID_30201,CID_10090,2020-01-28,3,2,12.4,5.03,6.59,14,0
TRID_6933,CID_11279,2020-01-30,6,4,16.32,9.13,6.08,12,0
TRID_55116,CID_11868,2020-01-28,4,2,7.28,5.92,5.78,13,1
TRID_60954,CID_14705,2020-01-20,3,3,16.56,6.89,6.0,12,0
TRID_2375,CID_6429,2020-03-16,5,5,21.6,11.3,5.01,11,0
TRID_79754,CID_5375,2020-01-13,7,3,27.6,7.2,6.91,14,1
TRID_50293,CID_10321,2020-02-10,5,4,22.96,9.68,6.87,13,0
TRID_66931,CID_11169,2020-03-17,8,2,8.48,5.91,7.25,14,0
TRID_77781,CID_5833,2020-02-10,3,2,8.48,4.38,5.58,11,0
TRID_50829,CID_11515,2020-02-25,9,4,8.32,8.26,5.95,12,0
TRID_52758,CID_11560,2020-03-19,5,3,12.72,6.47,6.38,10,0
TRID_30394,CID_5864,2020-01-20,3,3,10.72,7.23,4.05,9,0
TRID_72890,CID_5244,2020-01-21,4,1,12.8,3.79,5.05,10,0
TRID_96112,CID_10952,2020-02-20,6,3,9.28,6.71,8.82,18,0
TRID_44211,CID_8436,2020-01-24,4,3,8.72,6.79,5.7,12,0
TRID_13692,CID_5471,2020-02-12,3,3,12.64,6.41,2.58,4,0
TRID_21457,CID_10484,2020-02-24,11,4,11.04,8.89,6.23,12,0
TRID_59420,CID_11051,2020-02-26,7,3,12.8,6.42,7.1,14,0
